org_id,org_link,org_name,org_url,address_street,phone_number,po_box,city,state,zip
86,/find-your-local-foodbank/second-harvest-heartland.html,Second Harvest Heartland,http://www.2harvest.org,1140 Gervais Avenue,651-484-5117,,Paul,MN,55109
86,/find-your-local-foodbank/second-harvest-heartland.html,Feed My People Food Bank,http://www.fmpfoodbank.org,2610 Alpine Road,715-835-9415,,Claire,WI,54703
85,/find-your-local-foodbank/st-louis-area-foodbank.html,St. Louis Area Foodbank,http://stlfoodbank.org/,70 Corporate Woods Drive,314-292-6262,,Bridgeton,MO,63044
116,/find-your-local-foodbank/the-food-bank-for-central-and-northeast-missouri.html,The Food Bank for Central & Northeast Missouri,http://www.sharefoodbringhope.org,"2101 Vandiver Drive, Suite B",573-474-1020,,Columbia,MO,65202
40,/find-your-local-foodbank/harvesters-the-community-food-network.html,Harvesters - The Community Food Network,http://www.harvesters.org,3801 Topping Avenue,816-929-3000,,City,MO,64129
187,/find-your-local-foodbank/southeast-missouri-food-bank.html,Southeast Missouri Food Bank,http://www.semofoodbank.org,600 State Highway H,855-703-3663,PO Box 190,Sikeston,MO,63801
192,/find-your-local-foodbank/ozarks-food-harvest.html,Ozarks Food Harvest,http://www.ozarksfoodharvest.org,2810 N. Cedarbrook Ave,417-865-3411,,Springfield,MO,65803
193,/find-your-local-foodbank/second-harvest-community-food-bank.html,Second Harvest Community Food Bank,http://www.shcfb.org,915 Douglas,816-364-3663,,Joseph,MO,64505
149,/find-your-local-foodbank/mississippi-food-network.html,Mississippi Food Network,http://www.msfoodnet.org,440 W. Beatty Street,601-973-7080,PO Box 411,Jackson,MS,39205
320,/find-your-local-foodbank/montana-food-bank-network.html,Montana Food Bank Network,http://www.mfbn.org,5625 Expressway,406-721-3825,,Missoula,MT,59808
103,/find-your-local-foodbank/manna-foodbank.html,MANNA FoodBank,http://www.mannafoodbank.org,627 Swannanoa River Rd,828-299-3663,,Asheville,NC,28805
14,/find-your-local-foodbank/second-harvest-food-bank-of-metrolina.html,Second Harvest Food Bank of Metrolina,http://www.secondharvestmetrolina.org/,500 B Spratt St.,704-376-1785,,Charlotte,NC,28206
123,/find-your-local-foodbank/food-bank-of-the-albemarle.html,Food Bank of the Albemarle,http://www.afoodbank.org,109 Tidewater Way,252-335-4035,P. O. Box 1704,City,NC,27906
134,/find-your-local-foodbank/second-harvest-food-bank-of-southeast-north-carolina.html,Second Harvest Food Bank of Southeast North Carolina,http://hungercantwait.org,"406 Deep Creek Road, PO Box 2009",910-485-8809,,Fayetteville,NC,28302
70,/find-your-local-foodbank/food-bank-of-central-and-eastern-north-carolina.html,Food Bank of Central & Eastern North Carolina,http://www.foodbankcenc.org,1924 Capital Boulevard,919-875-0707,,Raleigh,NC,27604
309,/find-your-local-foodbank/inter-faith-food-shuttle.html,Inter-Faith Food Shuttle,http://www.foodshuttle.org,1001 Blair Drive,919-250-0043,,Raleigh,NC,27620
97,/find-your-local-foodbank/second-harvest-food-bank-of-northwest-north-carolina.html,Second Harvest Food Bank of Northwest North Carolina,http://www.secondharvestnwnc.org/,3655 Reed Street,336-784-5770,,Salem,NC,27107
220,/find-your-local-foodbank/great-plains-food-bank.html,Great Plains Food Bank,http://www.greatplainsfoodbank.org/,1720 3rd Avenue North,701-232-6219,,Fargo,ND,58102
157,/find-your-local-foodbank/food-bank-of-lincoln-inc.html,"Food Bank of Lincoln, Inc.",http://www.lincolnfoodbank.org,"4840 Doris Bair Circle, Suite A",402-466-8170,,Lincoln,NE,68504
63,/find-your-local-foodbank/food-bank-for-the-heartland.html,Food Bank for the Heartland,http://www.foodbankheartland.org,10525  J Street,402-905-4802,,Omaha,NE,68127
63,/find-your-local-foodbank/food-bank-for-the-heartland.html,"The Food Bank of Siouxland, Inc.",http://www.siouxlandfoodbank.org,1313  11th Street,712-255-9741,,City,IA,51105
161,/find-your-local-foodbank/new-hampshire-food-bank.html,New Hampshire Food Bank,http://www.nhfoodbank.org,700 East Industrial Park Drive,603-669-9725,,Manchester,NH,03109
58,/find-your-local-foodbank/community-foodbank-of-new-jersey.html,Community FoodBank of New Jersey,http://www.cfbnj.org,31 Evans Terminal,908-355-3663,,Hillside,NJ,07205
58,/find-your-local-foodbank/community-foodbank-of-new-jersey.html,Mercer Street Friends Food Bank,http://www.mercerstreetfriends.org,824 Silvia Street,609-406-0503,,Ewing,NJ,08628
58,/find-your-local-foodbank/community-foodbank-of-new-jersey.html,NORWESCAP Food Bank,http://www.norwescap.org,201 N. Broad Street,908-454-4322,,Phillipsburg,NJ,08865
310,/find-your-local-foodbank/fulfill-the-foodbank-of-monmouth-and-ocean-counties-inc.html,"FULFILL - (The FoodBank of Monmouth and Ocean Counties, Inc.)",http://www.fulfillnj.org,3300 Route 66,732-918-2600,,Neptune,NJ,07753
12,/find-your-local-foodbank/food-bank-of-south-jersey.html,Food Bank of South Jersey,http://www.foodbanksj.org,1501 John Tipton Boulevard,856-662-4884,,Pennsauken,NJ,08110
1,/find-your-local-foodbank/roadrunner-food-bank.html,Roadrunner Food Bank,http://www.rrfb.org,5840 Office Blvd NE,505-247-2052,,Albuquerque,NM,87109
1,/find-your-local-foodbank/roadrunner-food-bank.html,The Community Pantry,http://thecommunitypantry.org/,1130 E. Hasler Valley Road,505-726-8068,,Gallup,NM,87305
1,/find-your-local-foodbank/roadrunner-food-bank.html,The Food Depot,http://www.thefooddepot.org,1222 A Siler Rd.,505-471-1633,,Fe,NM,87507
1,/find-your-local-foodbank/roadrunner-food-bank.html,Food Bank of Eastern New Mexico,http://www.fbenm.org,2217 East Brady St.,575-763-6130,,Clovis,NM,88101
1,/find-your-local-foodbank/roadrunner-food-bank.html,ECHO Inc.,http://www.echoinc.org,401 S. Commercial,505-325-8222,,Farmington,NM,87401
155,/find-your-local-foodbank/three-square-food-bank.html,Three Square Food Bank,http://www.threesquare.org,4190 N. Pecos Rd.,702-644-3663,,Vegas,NV,89115
82,/find-your-local-foodbank/food-bank-of-northern-nevada.html,Food Bank of Northern Nevada,http://fbnn.org/,550 Italy Dr,775-331-3663,,Sparks,NV,89437
311,/find-your-local-foodbank/island-harvest.html,Island Harvest,http://www.islandharvest.org,15 Grumman Road West Suite 1450,516-294-8528,,Bethpage,NY,11714
11,/find-your-local-foodbank/feedmore-wny.html,FeedMore WNY,http://www.feedmorewny.org/,91 Holt Street,716-852-1305,,Buffalo,NY,14206
28,/find-your-local-foodbank/food-bank-of-the-southern-tier.html,Food Bank of the Southern Tier,http://www.foodbankst.org,388 Upper Oakwood Avenue,607-796-6061,,Elmira,NY,14903
222,/find-your-local-foodbank/feeding-westchester.html,Feeding Westchester,http://feedingwestchester.org/,200 Clearbrook Road,914-923-1100,,Elmsford,NY,10523
207,/find-your-local-foodbank/long-island-cares-inc.html,"Long Island Cares, Inc.",http://www.licares.org,10 Davids Drive,631-582-3663,,Hauppauge,NY,11788
42,/find-your-local-foodbank/regional-food-bank-of-northeastern-new-york.html,Regional Food Bank of Northeastern New York,http://www.regionalfoodbank.net,965 Albany Shaker Rd.,518-786-3691,,Latham,NY,12110
10,/find-your-local-foodbank/food-bank-for-new-york-city.html,Food Bank For New York City,http://www.foodbanknyc.org,355 Food Center Dr.,718-991-4300,,York,NY,10474
297,/find-your-local-foodbank/city-harvest.html,City Harvest,http://www.cityharvest.org,"6 East 32nd Street, 5th Fl.",646-412-0600,,York,NY,10016
75,/find-your-local-foodbank/foodlink-inc.html,"Foodlink, Inc.",http://www.foodlinkny.org,1999 Mt. Read Boulevard,585-328-3380,,Rochester,NY,14615
89,/find-your-local-foodbank/food-bank-of-central-new-york.html,Food Bank of Central New York,http://www.foodbankcny.org,7066 Interstate Island Road,315-437-1899,,Syracuse,NY,13209
100,/find-your-local-foodbank/akron-canton-regional-foodbank.html,Akron-Canton Regional Foodbank,http://www.akroncantonfoodbank.org,350 Opportunity Parkway,330-535-6900,,Akron,OH,44307
17,/find-your-local-foodbank/freestore-foodbank.html,Freestore Foodbank,http://www.freestorefoodbank.org,1141 Central Parkway,513-482-4500,,Cincinnati,OH,45202
18,/find-your-local-foodbank/greater-cleveland-food-bank-inc.html,"Greater Cleveland Food Bank, Inc.",http://www.GreaterClevelandFoodBank.org,15500 South Waterloo Road,216-738-2265,,Cleveland,OH,44110
18,/find-your-local-foodbank/greater-cleveland-food-bank-inc.html,"Country Neighbor Program, Inc.",http://www.countryneighbor.org/,P.O. Box 212,440-437-6311,,Orwell,OH,44076
121,/find-your-local-foodbank/the-foodbank-inc.html,"The Foodbank, Inc.",http://www.thefoodbankdayton.org,56 Armor Place,937-461-0265,,Dayton,OH,45417
129,/find-your-local-foodbank/shared-harvest-foodbank.html,Shared Harvest Foodbank,http://www.sharedharvest.org,5901 Dixie Highway,513-874-0114,,Fairfield,OH,45014
21,/find-your-local-foodbank/mid-ohio-foodbank.html,Mid-Ohio Foodbank,http://www.midohiofoodbank.org,3960 Brookham Dr.,614-274-7770,,City,OH,43123
21,/find-your-local-foodbank/mid-ohio-foodbank.html,Food Pantry Network of Licking County,http://www.foodpantrynetwork.net/,1035 Brice Street,740-344-7401,,Newark,OH,43055
285,/find-your-local-foodbank/west-ohio-food-bank.html,West Ohio Food Bank,http://www.westohiofoodbank.org/,1380 East Kibby Street,419-222-7946,P.O. Box 1566,Lima,OH,45804
167,/find-your-local-foodbank/se-ohio-foodbank.html,SE Ohio Foodbank,http://hapcap.org/foodbank,1005 CIC Drive,740-385-6813,,Logan,OH,43138
202,/find-your-local-foodbank/second-harvest-food-bank-of-north-central-ohio.html,Second Harvest Food Bank of North Central Ohio,http://www.secondharvestfoodbank.org,5510 Baumhart Rd,440-960-2265,,Lorain,OH,44053
191,/find-your-local-foodbank/second-harvest-foodbank-of-clark-champaign-and-logan-counties.html,"Second Harvest Foodbank of Clark, Champaign, & Logan Counties",http://www.feedccl.org/,701 East Columbia Street,937-325-8715,,Springfield,OH,45503
197,/find-your-local-foodbank/toledo-northwestern-ohio-food-bank.html,Toledo Northwestern Ohio Food Bank,http://www.toledofoodbank.org,24 East Woodruff Avenue,419-242-5000,,Toledo,OH,43604
214,/find-your-local-foodbank/second-harvest-food-bank-of-the-mahoning-valley.html,Second Harvest Food Bank of the Mahoning Valley,http://www.mahoningvalleysecondharvest.org,2805 Salt Springs Road,330-792-5522,,Youngstown,OH,44509
62,/find-your-local-foodbank/regional-food-bank-of-oklahoma.html,Regional Food Bank of Oklahoma,http://www.regionalfoodbank.org,3355 S. Purdue,405-972-1111,PO Box 270968,City,OK,73179
92,/find-your-local-foodbank/community-food-bank-of-eastern-oklahoma.html,Community Food Bank of Eastern Oklahoma,http://www.okfoodbank.org,1304 N. Kenosha Ave.,918-585-2800,,Tulsa,OK,74106
68,/find-your-local-foodbank/oregon-food-bank.html,Oregon Food Bank,http://www.oregonfoodbank.org,7900 NE 33rd Drive,503-282-0555,,Portland,OR,97211
68,/find-your-local-foodbank/oregon-food-bank.html,FOOD for Lane County,http://foodforlanecounty.org,770 Bailey Hill Rd,541-343-2822,,Eugene,OR,97402
68,/find-your-local-foodbank/oregon-food-bank.html,CCA Regional Food Bank,http://www.ccaservices.org,2010 SE Chokeberry Ave,503-861-3663,,Warrenton,OR,97146
68,/find-your-local-foodbank/oregon-food-bank.html,NeighborImpact,http://www.neighborimpact.org,2303 SW 1st St.,541-548-2380,,Redmond,OR,97756
68,/find-your-local-foodbank/oregon-food-bank.html,South Coast Food Share,http://www.orcca.us/food-share,225 LaClair St,541-888-7020,,Bay,OR,97420
68,/find-your-local-foodbank/oregon-food-bank.html,Linn Benton Food Share,http://www.csc.gen.or.us,"545 SW 2nd St, Suite A",541-752-1010,,Corvallis,OR,97333
68,/find-your-local-foodbank/oregon-food-bank.html,Josephine County Food Bank,http://www.jocofoodbank.org/,3658 Upper River Road,541-474-5440,,Pass,OR,97526
68,/find-your-local-foodbank/oregon-food-bank.html,Klamath/Lake Counties Food Bank,http://www.klamathfoodbank.org,3231 Maywood Drive,541-882-1223,,Falls,OR,97603
68,/find-your-local-foodbank/oregon-food-bank.html,"Community Connection of Northeast Oregon, Inc.",https://ccno.org/,1504 N Albany Street,541-963-7532,,Grande,OR,97850
68,/find-your-local-foodbank/oregon-food-bank.html,Yamhill Community Action Partnership (YCAP),http://www.yamhillcap.org,1317 NE Dustin Ct,503-883-4170,,McMinnville,OR,97128
68,/find-your-local-foodbank/oregon-food-bank.html,ACCESS Food Share,http://accesshelps.org,3630 Aviation Way,541-779-6691,,Medford,OR,97504
68,/find-your-local-foodbank/oregon-food-bank.html,Food Share of Lincoln County,http://foodsharelc.org/,535 NE First St.,541-265-8578,,Newport,OR,97365
68,/find-your-local-foodbank/oregon-food-bank.html,CAPECO Food Share,http://www.capeco-works.org/,"721 SE Third Street, STE D",541-276-1926,,Pendleton,OR,97801
68,/find-your-local-foodbank/oregon-food-bank.html,UCAN Food Bank,http://www.ucancap.org,284 Kenneth Ford Dr.,541-672-3441,,Roseburg,OR,97470
68,/find-your-local-foodbank/oregon-food-bank.html,Marion Polk Food Share,http://www.marionpolkfoodshare.org,1660 Salem Industrial Dr NE,503-581-3855,,Salem,OR,97303
68,/find-your-local-foodbank/oregon-food-bank.html,Columbia Pacific Food Bank,http://www.cpfoodbank.org,474 Milton Way,503-397-9708,,Helens,OR,97051
68,/find-your-local-foodbank/oregon-food-bank.html,Clark County Food Bank,http://www.clarkcountyfoodbank.org/,6502 NE 47th Avenue,360-699-1961,,Vancouver,WA,98661
294,/find-your-local-foodbank/westmoreland-county-food-bank.html,Westmoreland County Food Bank,http://www.westmorelandfoodbank.org,100 Devonshire Drive,724-468-8660,,Delmont,PA,15626
48,/find-your-local-foodbank/greater-pittsburgh-community-food-bank.html,Greater Pittsburgh Community Food Bank,http://www.pittsburghfoodbank.org,1 North Linden Street,412-460-3663,,Duquesne,PA,15110
48,/find-your-local-foodbank/greater-pittsburgh-community-food-bank.html,Greater Washington County Food Bank,http://www.gwcfb.org,909 National Pike West,724-632-2190,,Brownsville,PA,15417
48,/find-your-local-foodbank/greater-pittsburgh-community-food-bank.html,Fayette County Community Action Food Bank,http://fccaa.org/,119 North Beeson Avenue,724-437-6050,,Uniontown,PA,15401
48,/find-your-local-foodbank/greater-pittsburgh-community-food-bank.html,"Indiana County Community Action Program, Inc.",http://www.iccap.net/,827 Water Street,724-465-2657,,Indiana,PA,15701
48,/find-your-local-foodbank/greater-pittsburgh-community-food-bank.html,Armstrong County Community Action Agency,http://www.armstrongcap.com,705 Butler Road,724-548-3408,,Kittanning,PA,16201
48,/find-your-local-foodbank/greater-pittsburgh-community-food-bank.html,Food for Families,https://www.svdpcares.org/,945 Franklin Street,814-535-3315,,Johnstown,PA,15905
48,/find-your-local-foodbank/greater-pittsburgh-community-food-bank.html,Corner Cupboard Food Bank,http://cornercupboard.org/,881 Rolling Meadows Road,724-627-9784,,Waynesburg,PA,15370
29,/find-your-local-foodbank/second-harvest-food-bank-of-northwest-pennsylvania.html,Second Harvest Food Bank of Northwest Pennsylvania,http://www.nwpafoodbank.org,1507 Grimm Drive,814-459-3663,,Erie,PA,16501
87,/find-your-local-foodbank/central-pennsylvania-food-bank.html,Central Pennsylvania Food Bank,http://www.centralpafoodbank.org,3908 Corey Road,717-564-1700,,Harrisburg,PA,17109
87,/find-your-local-foodbank/central-pennsylvania-food-bank.html,Food for Families,http://https://www.svdpcares.org/food-for-families.html,2201 Union Street,814-944-6302,,Altoona,PA,16601
106,/find-your-local-foodbank/second-harvest-food-bank-of-lehigh-valley-and-ne-pennsylvania.html,Second Harvest Food Bank of Lehigh Valley and NE Pennsylvania,http://www.shfblv.org,6969 Silver Crest Road,610-434-0875,,Nazareth,PA,18064
296,/find-your-local-foodbank/philabundance.html,Philabundance,http://www.philabundance.org,3616 S. Galloway Street,215-339-0900,,Philadelphia,PA,19148
296,/find-your-local-foodbank/philabundance.html,Chester County Food Bank,http://chestercountyfoodbank.org/,650 Pennsylvania Drive,610-873-6000,,Exton,PA,19341
287,/find-your-local-foodbank/h-and-j-weinberg-ne-pa-regional-food-bank.html,H & J Weinberg NE PA Regional Food Bank,http://www.ceopeoplehelpingpeople.org,185 Research Drive,570-908-2222,,Pittston,PA,18640
175,/find-your-local-foodbank/helping-harvest.html,Helping Harvest,http://www.helpingharvest.org,117 Morgan Drive,610-926-5802,,Reading,PA,19608
133,/find-your-local-foodbank/community-food-warehouse-of-mercer-county.html,Community Food Warehouse of Mercer County,http://www.foodwarehouse.org,109 S Sharpsville Avenue,724-981-0353,Suite A,Sharon,PA,16146
229,/find-your-local-foodbank/banco-de-alimentos-de-puerto-rico.html,Banco de Alimentos de Puerto Rico,http://bancodealimentopr.org/,Urbanization Country Club Park C / 272 IC4,787-740-3663,PO Box 3990,Carolina,PR,00984
94,/find-your-local-foodbank/rhode-island-community-food-bank.html,Rhode Island Community Food Bank,http://www.rifoodbank.org,200 Niantic Ave.,401-942-6325,,Providence,RI,02907
152,/find-your-local-foodbank/lowcountry-food-bank.html,Lowcountry Food Bank,http://www.lowcountryfoodbank.org,2864 Azalea Drive,843-747-8146,,Charleston,SC,29405
20,/find-your-local-foodbank/harvest-hope-food-bank.html,Harvest Hope Food Bank,http://www.harvesthope.org,2220 Shop Road,803-254-4432,P.O. Box 451,Columbia,SC,29201
188,/find-your-local-foodbank/feeding-south-dakota.html,Feeding South Dakota,http://www.feedingsouthdakota.org,4701 N Westport Ave,605-335-0364,,Falls,SD,57107
15,/find-your-local-foodbank/chattanooga-area-food-bank.html,Chattanooga Area Food Bank,http://www.chattfoodbank.org,2009 Curtain Pole Road,423-622-1800,,Chattanooga,TN,37406
219,/find-your-local-foodbank/second-harvest-food-bank-of-northeast-tennessee.html,Second Harvest Food Bank of Northeast Tennessee,http://www.netfoodbank.org,1020 Jericho Drive,423-279-0430,,Kingsport,TN,37663
41,/find-your-local-foodbank/second-harvest-food-bank-of-east-tennessee.html,Second Harvest Food Bank of East Tennessee,http://secondharvestetn.org/,136 Harvest Lane,865-521-0000,,Maryville,TN,37801
49,/find-your-local-foodbank/mid-south-food-bank.html,Mid-South Food Bank,http://www.midsouthfoodbank.org,3865 S Perkins Rd,901-527-0841,,Memphis,TN,38118
55,/find-your-local-foodbank/second-harvest-food-bank-of-middle-tennessee.html,Second Harvest Food Bank of Middle Tennessee,http://www.secondharvestmidtn.org,331 Great Circle Road,615-329-3491,,Nashville,TN,37228
98,/find-your-local-foodbank/food-bank-of-west-central-texas.html,Food Bank of West Central Texas,http://www.fbwct.org,5505 N. First,325-695-6311,,Abilene,TX,79603
98,/find-your-local-foodbank/food-bank-of-west-central-texas.html,Galveston County Food Bank,http://www.galvestoncountyfoodbank.org,624 4th Avenue North,409-945-4232,,City,TX,77590
2,/find-your-local-foodbank/high-plains-food-bank.html,High Plains Food Bank,http://www.hpfb.org,815 S. Ross,806-374-8562,PO Box 31803,Amarillo,TX,79120
6,/find-your-local-foodbank/central-texas-food-bank.html,Central Texas Food Bank,http://www.centraltexasfoodbank.org/,6500 Metropolis Drive,512-282-2111,,Austin,TX,78744
323,/find-your-local-foodbank/southeast-texas-food-bank.html,Southeast Texas Food Bank,http://setxfoodbank.org,3845 Martin Luther King Parkway,409-839-8777,P O Box 21012,Beaumont,TX,77705
23,/find-your-local-foodbank/coastal-bend-food-bank.html,Coastal Bend Food Bank,http://coastalbendfoodbank.org/,826 Krill St.,361-887-6291,,Christi,TX,78408
726,/find-your-local-foodbank/el-pasoans-fighting-hunger.html,El Pasoans Fighting Hunger,http://www.elpasoansfightinghunger.org/,9541 Plaza Circle,915-298-0353,,Paso,TX,79927
31,/find-your-local-foodbank/tarrant-area-food-bank.html,Tarrant Area Food Bank,http://www.tafb.org,2600 Cullen,817-332-9177,,Worth,TX,76107
37,/find-your-local-foodbank/houston-food-bank.html,Houston Food Bank,http://www.HoustonFoodBank.org,535 Portwall Street,713-223-3700,,Houston,TX,77029
37,/find-your-local-foodbank/houston-food-bank.html,Brazos Valley Food Bank,http://www.bvfb.org/,1501 Independence Avenue,979-779-3663,,Bryan,TX,77803
37,/find-your-local-foodbank/houston-food-bank.html,Montgomery County Food Bank,http://www.mcfoodbank.org,One Food For Life Way,936-271-8800,,Conroe,TX,77385
627,/find-your-local-foodbank/south-texas-food-bank.html,South Texas Food Bank,http://www.southtexasfoodbank.org/,2121 Jefferson St.,956-726-3120,,Laredo,TX,78040
47,/find-your-local-foodbank/south-plains-food-bank.html,South Plains Food Bank,http://www.spfb.org,5605 MLK Boulevard,806-763-3003,,Lubbock,TX,79404
47,/find-your-local-foodbank/south-plains-food-bank.html,Concho Valley Regional Food Bank,http://www.conchovalleyfoodbank.org/,PO Box 1207,325-655-3231,,Angelo,TX,76902
170,/find-your-local-foodbank/west-texas-food-bank.html,West Texas Food Bank,http://www.wtxfoodbank.org,411 S. Pagewood Ave.,432-580-6333,,Odessa,TX,79761
221,/find-your-local-foodbank/food-bank-of-the-rio-grande-valley-inc.html,"Food Bank of the Rio Grande Valley, Inc.",http://www.foodbankrgv.com,724 N. Cage Blvd.,956-682-8101,,Pharr,TX,78577
24,/find-your-local-foodbank/north-texas-food-bank.html,North Texas Food Bank,http://www.ntfb.org,3677 Mapleshade Lane,214-330-1396,,Plano,TX,75075
76,/find-your-local-foodbank/san-antonio-food-bank.html,San Antonio Food Bank,http://www.safoodbank.org,5200 Enrique M Barrera Pkwy,210-337-3663,,Antonio,TX,78227
216,/find-your-local-foodbank/east-texas-food-bank.html,East Texas Food Bank,http://www.EastTexasFoodBank.org,3201 Robertson Road,903-597-3663,,Tyler,TX,75701
290,/find-your-local-foodbank/food-bank-of-the-golden-crescent.html,Food Bank of the Golden Crescent,http://www.tfbgc.org,3809 E. Rio Grande,361-578-0591,P.O.Box 5085,Victoria,TX,77901
209,/find-your-local-foodbank/wichita-falls-area-food-bank.html,Wichita Falls Area Food Bank,http://www.wfafb.org,1230 Midwestern Parkway,940-766-2322,PO Box 623,Falls,TX,76307
279,/find-your-local-foodbank/utah-food-bank.html,Utah Food Bank,http://www.utahfoodbank.org,3150 South 900 West,801-978-2452,,City,UT,84119
136,/find-your-local-foodbank/fredericksburg-regional-foodbank.html,Fredericksburg Regional Foodbank,http://www.fredfood.org/,3631 Lee Hill Drive,540-371-7666,PO Box 1006,Fredericksburg,VA,22408
168,/find-your-local-foodbank/virginia-peninsula-foodbank.html,Virginia Peninsula Foodbank,http://www.hrfoodbank.org,2401 Aluminum Avenue,757-596-7188,,Hampton,VA,23661
60,/find-your-local-foodbank/foodbank-of-southeastern-virginia.html,Foodbank of Southeastern Virginia,http://www.foodbankonline.org,800 Tidewater Drive,757-627-6599,PO Box 1940,Norfolk,VA,23504
72,/find-your-local-foodbank/feed-more.html,Feed More,http://www.feedmore.org,1415 Rhoadmiller Street,804-521-2500,,Richmond,VA,23220
72,/find-your-local-foodbank/feed-more.html,Healthy Harvest Food Bank,http://www.hhfb.org/,5116 Richmond Road,804-577-0246,,Warsaw,VA,22572
74,/find-your-local-foodbank/feeding-southwest-virginia.html,Feeding Southwest Virginia,http://www.faswva.org,1025 Electric Road,540-342-3011,,Salem,VA,24153
93,/find-your-local-foodbank/blue-ridge-area-food-bank-inc.html,"Blue Ridge Area Food Bank, Inc.",http://www.brafb.org,96 Laurel Hill Road,540-248-3663,P.O. Box 937,Verona,VA,24482
189,/find-your-local-foodbank/vermont-foodbank.html,Vermont Foodbank,http://www.vtfoodbank.org/,33 Parker Road,802-476-3341,,Barre,VT,05641
81,/find-your-local-foodbank/food-lifeline.html,Food Lifeline,http://www.foodlifeline.org,815 South 96th Street,206-545-6600,,Seattle,WA,98108
83,/find-your-local-foodbank/second-harvest-inland-northwest.html,Second Harvest Inland Northwest,http://www.2-harvest.org,1234 E. Front Avenue,509-534-6678,,Spokane,WA,99202
160,/find-your-local-foodbank/second-harvest-foodbank-of-southern-wisconsin.html,Second Harvest Foodbank of Southern Wisconsin,http://www.secondharvestmadison.org,2802 Dairy Drive,608-223-9121,,Madison,WI,53718
51,/find-your-local-foodbank/feeding-america-eastern-wisconsin.html,Feeding America Eastern Wisconsin,http://www.feedingamericawi.org/,1700 W. Fond Du Lac Avenue,414-931-7400,,Milwaukee,WI,53205
33,/find-your-local-foodbank/mountaineer-food-bank.html,Mountaineer Food Bank,http://www.mountaineerfoodbank.org,484 Enterprise Drive,304-364-5518,,Gassaway,WV,26624
145,/find-your-local-foodbank/facing-hunger-foodbank.html,Facing Hunger Foodbank,http://facinghunger.org,1327 Seventh Avenue,304-523-6029,,Huntington,WV,25701
